,title,sentimen
215,Mandiri dan BNI Resmi Fasilitasi Layanan Perbankan Ekosistem Logistik Nasional - Bisnis.com,Netral
216,"Bank Mandiri Proyeksi Pertumbuhan Ekonomi RI Capai 5,17 Persen Tahun Ini - Bisnis.com",Positif
217,Bank Mandiri Proyeksi Pertumbuhan Ekonomi RI Tembus 5 Persen Tahun Ini - Bisnis.com,Positif
218,"Inflasi Mei 2022 Capai 0,40 Persen, Ini Komoditas Penyumbangnya - Bisnis.com",Netral
219,"Stagflasi Hantui Ekonomi Global, Bagaimana dengan Indonesia? - Bisnis.com",Netral
220,Brantas Abipraya Kaji Pengembangan PLTS di Bendungan - Bisnis.com,Netral
221,Mandiri Festival Properti Indonesia 2021 Raup Rp625 Miliar - Bisnis.com,Netral
222,Ekonom Bank Mandiri Ramal Cadangan Devisa Capai US$150 Miliar di Akhir 2022 - Bisnis.com,Negatif
223,"Bank Mandiri: Pertumbuhan Ekonomi Kuartal III/2021 3,5-4 Persen - Bisnis.com",Positif
224,"Bank Mandiri (BMRI) Proyeksikan Inflasi 2022 Capai 3,3 Persen - Bisnis.com",Netral
225,"Kompak! Sri Mulyani, LPEM UI, Bank Mandiri hingga Bank Dunia Ramal Ekonomi RI 2021 Tumbuh 3,7 Persen - Bisnis.com",Netral
226,Riset Bank Mandiri: UU HPP Bisa Tambah Penerimaan Pajak Rp120 Triliun di 2022 - Bisnis.com,Netral
227,"Soal KPR DP Nol Persen, Bank Mandiri: Tidak Banyak yang Pakai - Bisnis.com",Negatif
228,Bank Mandiri Suntik Rp400 Miliar buat Proyek Bandara Angkasa Pura II - Bisnis.com,Netral
229,Tabungan Haji Ternyata Harus Masuk SPT dan Dilaporkan dalam PPS - Bisnis.com,Positif
230,"Tes PCR dan Antigen Dihapus, Ekonom Mandiri Ingatkan Hal Penting Ini - Bisnis.com",Positif
231,Bank Mandiri Ungkap Pemulihan Kesehatan dan Ekonomi Seimbang - Bisnis.com,Positif
232,"Gelar Pameran Properti Virtual, Mandiri Targetkan Transaksi Capai Rp3 Triliun - Bisnis.com",Netral
233,Riset Mandiri: Belanja Masyarakat Ramadan 2022 Capai Level Tertinggi Sepanjang Pandemi - Bisnis.com,Netral
234,"Ulang Tahun Jakarta, Naik Transjakarta-MRT-LRT Gratis! - Bisnis.com",Positif
235,"Ekonom: Proyeksi PDB Kuartal I/2022 Capai 4,95 Persen - Bisnis.com",Positif
236,Syarat dan Cara Tukar Uang Baru di Bank via Aplikasi PINTAR BI - Bisnis.com,Positif
237,Mandiri Institute: Belanja Masyarakat Capai Level Tertinggi di Kuartal I/2022 - Bisnis.com,Positif
238,"Rusia-Ukraina Memanas, Ini Prediksi Surplus Neraca Perdagangan RI - Bisnis.com",Netral
239,"Surplus Neraca Perdagangan Diproyeksi Melonjak di Februari 2022, Ini Pemicunya - Bisnis.com",Netral
240,"Inflasi Diproyeksi Naik pada Oktober 2021, Ini Penyebabnya! - Bisnis.com",Netral
241,"Laju Pertumbuhan Ekonomi Kuartal III/2021 Bakal Melambat, Ini Penyebabnya - Bisnis.com",Negatif
242,"Jasamarga Gempol Pasuruan (JGP) Dapat Kucuran Kredit Rp2,63 triliun - Bisnis.com",Netral
243,Syarat Pengajuan KPR Rumah Second dan Dokumen yang Diperlukan - Bisnis.com,Netral
244,"Kredit Bank Masih Seret, Pertumbuhan Ekonomi 5 Persen Angan atau Kenyataan - Bisnis.com",Positif
245,Ini 3 Isu Penting yang Warnai Pemulihan Ekonomi RI di Kuartal III/2021 - Bisnis.com,Positif
246,BI Diprediksi Bakal Naikkan BI7DRR 75 Basis Poin - Bisnis.com,Netral
247,Ini Penyebab Surplus Neraca Pembayaran 2022 Makin Terbatas - Bisnis.com,Positif
248,BTN Beri Bantuan Rumah Bagi Pejuang Reformasi - Bisnis.com,Netral
249,"Berkah Lonjakan Harga Komoditas, Transaksi Berjalan Berpotensi Surplus Tahun Ini - Bisnis.com",Netral
250,G20 Dorong World Bank Bentuk Dana Perantara Keuangan untuk Atasi Pandemi - Bisnis.com,Netral
251,Surplus Neraca Perdagangan Diprediksi Susut di Akhir 2021 - Bisnis.com,Netral
252,Bos World Bank Ungkap Alasan Pemangkasan Proyeksi Ekonomi Global - Bisnis.com,Positif
253,Menko Airlangga Tegaskan Mahasiswa Kini Bisa Dapat Akses Kredit Murah Lewat KUR - Bisnis.com,Positif
254,Implikasi Transisi Libor - Bisnis.com,Netral
255,Harapan Jokowi dari Pertemuan Menkeu-Gubernur Bank Sentral G20 - Bisnis.com,Netral
256,Airlangga Minta Perbankan Akselerasi Kredit untuk Dukung Pemulihan Ekonomi - Bisnis.com,Netral
257,"Realisasi Investasi di Kuartal I/2022 Diprediksi Membaik, Pengamat Beberkan Faktor Pendukungnya - Bisnis.com",Positif
258,"Ini Daftar 155 Calon DK OJK, dari Anak Buah Moeldoko sampai Wakil Menteri - Bisnis.com",Netral
259,Empat Dealer Utama SUN Ikut Transaksi Investasi Dana Tax Amnesty Jilid II - Bisnis.com,Positif
260,Bank Terbesar Ketiga Jepang Peringatkan Ketidakpastian Ekonomi Global - Bisnis.com,Positif
261,"Strategi Bank Indonesia Dorong Pemulihan UMKM, Inovasi Digital! - Bisnis.com",Netral
262,"Inflasi April 2022 Diproyeksi Melonjak 0,80 Persen Dipicu Momentum Ramadan dan Tarif PPN - Bisnis.com",Netral
263,"Bank BCA (BBCA) Perkirakan Inflasi 2022 Mencapai 3,3 Persen - Bisnis.com",Netral
264,"Wow! Maybank Luncurkan KPR Syariah Equivalent Rate Cuma 3,63 Persen - Bisnis.com",Positif
265,"BI Proyeksi Kredit Investasi Makin Moncer 2022, Ini Indikatornya - Bisnis.com",Netral
266,"DUH! Risma Sebut Dana Bansos Rp2,7 Triliun Tertahan di Bank BUMN - Bisnis.com",Negatif
267,Bank of Japan Diprediksi Masih Tahan Suku Bunga Negatif - Bisnis.com,Negatif
268,"Tahun Baru 2022, Ekonom: Pemulihan Ekonomi Indonesia Lebih Cepat - Bisnis.com",Positif
269,"Kembali Gelar karya Kreatif Indonesia, BI Targetkan Omzet Rp263,15 Miliar - Bisnis.com",Positif
270,Mau Beli Properti di IPEX 2022? Simak Promo BTN untuk Milenial - Bisnis.com,Netral
271,Giliran Bank Dunia Putuskan Hubungan dengan Rusia dan Belarusia - Bisnis.com,Netral
272,"IMF Minta Burden Sharing Dihentikan pada Akhir 2022, Begini Respons BI - Bisnis.com",Netral
273,"Normalisasi Moneter AS, Ini Dia Sektor Bisnis yang Berpotensi Terdampak - Bisnis.com",Netral
274,"Ulang Tahun ke-72, BTN Tawarkan Promo KPR Bunga 3,72 Persen - Bisnis.com",Positif
275,"Profil Calon Anggota Dewan Komisioner OJK, Ada Bos Bursa hingga Wamen - Bisnis.com",Netral
276,"Profil Pansel Calon Bos OJK Pilihan Jokowi, dari Sri Mulyani hingga Chatib Basri - Bisnis.com",Netral
277,"PPN dan Pertamax Naik, Siap-siap Inflasi Meroket - Bisnis.com",Positif
278,"Penjualan Rumah Awal Tahun Masih Kontraksi, Suku Bunga KPR Salah Satu Pemicunya - Bisnis.com",Positif
279,Chatib Basri Tegaskan Pasar Modal dan Rupiah Relatif Aman dari Dampak Perang Rusia vs Ukraina - Bisnis.com,Positif
280,BI Percaya Diri Inflasi Bisa Terjaga di Kisaran 2-4 Persen hingga Akhir Tahun - Bisnis.com,Positif
281,Wah Larangan Ekspor Batubara Berdampak ke Cadangan Devisa Januari 2022 - Bisnis.com,Negatif
282,Tambang Batu Bara Masih Legit buat Perbankan - Bisnis.com,Netral
283,"Solar Langka, Bakal Memicu Inflasi dan Terganggunya Distribusi - Bisnis.com",Positif
284,"Waspada Tekanan Global, Ini 5 Langkah BI dan Pemerintah Jaga inflasi Tahun 2022 - Bisnis.com",Netral
285,"BI: Kinerja Penjualan Eceran Januari 2022 Tumbuh 15,2 Persen - Bisnis.com",Netral
286,"BI Gelar Sayembara dengan Total Hadiah Rp770 Juta, Ini Syaratnya - Bisnis.com",Netral
287,"Properti Bergeliat, Portofolio KPR CIMB Niaga Naik 9 Persen - Bisnis.com",Netral
288,Musim Semi di Washington dan Aroma Kegagalan Forum Global - Bisnis.com,Negatif
289,AMRO Ungkap Ekonomi Indonesia Berada di Jalur Pemulihan yang Kuat - Bisnis.com,Positif
290,3 Faktor Ini Picu Perlambatan Uang Beredar pada Januari 2022 - Bisnis.com,Netral
291,"Tidak Perlu Ragu, Ini Keuntungan Investasi ORI021 - Bisnis.com",Netral
292,Ini Cara Pemerintah Dongkrak Kredit UMKM Stagnan - Bisnis.com,Netral
293,"Syarat Lengkap Pengajuan KPR BSI, Ada Promo hingga Maret 2022 - Bisnis.com",Positif
294,Jerman Cetak Inflasi Terbesar Sejak 1949. Sinyal Kebijakan ECB Kurang Tegas - Bisnis.com,Negatif
295,Sinar Mas Land dan Panin Bank Jalin Pembiayaan Apartemen Southgate - Bisnis.com,Netral
296,Wamenkeu: Indonesia Butuh Kolaborasi dan Sinergi Seluruh K/L untuk Jaga Ekonomi - Bisnis.com,Netral
297,"Kembali Mudik Setelah 2 Tahun, Konsumsi Rumah Tangga Kuartal II Diproyeksi Bakal Naik - Bisnis.com",Netral
298,Bank dan Asuransi Ramai-ramai Meninggalkan Rusia - Bisnis.com,Netral
299,"Antisipasi Arus Balik, Ini Cara Pesan Tiket Pelabuhan Bakauheni via Online - Bisnis.com",Netral
300,"Bank Mandiri Optimistis Kredit Perbankan Tumbuh 7,5 Persen - Kompas.com - Kompas.com",Netral
301,Bank Mandiri Pasang Target Transaksi Livin' Tembus Rp 3.000 Triliun di Pengujung 2022 - Kompas.com - Kompas.com,Netral
302,"Per Mei 2022, Penyaluran KUR Bank Mandiri Tembus Rp 16,85 Triliun - Kompas.com - Kompas.com",Netral
303,Begini Cara Daftar m-Banking Mandiri Lewat HP dengan Mudah - Kompas.com - Kompas.com,Positif
304,"Bank Mandiri Buka Lowongan Kerja ODP dan Staff, Simak Persyaratannya - Kompas.com - Kompas.com",Netral
305,"Cara Daftar m-Banking Mandiri Lewat HP, Mudah dan Praktis - Kompas.com - Kompas.com",Positif
306,"Bank Mandiri Gelontorkan Rp 2,1 Miliar untuk Bangun Fasilitas Desalinasi Air Laut di Labuan Bajo - Kompas.com - Kompas.com",Netral
307,"Permintaan Mulai Pulih, Penyaluran Kredit UMKM Bank Mandiri Tumbuh 16,2 Persen - Kompas.com - Kompas.com",Netral
308,Mau Tukar Dollar AS? Berikut Kurs Rupiah Hari Ini di Bank Mandiri hingga BCA - Kompas.com - Kompas.com,Netral
309,Bank Mandiri Layani Pencairan Surat Perintah Pencairan Dana Lewat Kopra - Kompas.com - Kompas.com,Netral
310,"Cara Blokir Kartu ATM Mandiri yang Tertelan atau Hilang, Bisa via HP - Kompas.com - Kompas.com",Netral
311,Bank Mandiri Gencarkan Pelatihan ke Pelaku UMKM - Kompas.com - Kompas.com,Netral
312,"Kian Menyusut, Nilai Restrukturisasi Kredit Terdampak Covid-19 Bank Mandiri Tinggal Rp 64 Triliun - Kompas.com - Kompas.com",Netral
313,Cara Top Up DANA lewat ATM Mandiri dan m-Banking Mandiri - Kompas.com - Kompas.com,Positif
314,Cek Kurs Rupiah Hari Ini di Bank Mandiri hingga BCA - Kompas.com - Kompas.com,Netral
315,Cek Kurs Rupiah terhadap Dollar AS Hari Ini di Bank Mandiri hingga BCA - Kompas.com - Kompas.com,Netral
316,"Cara Blokir Kartu ATM Mandiri dengan Mudah, Bisa lewat Aplikasi - Kompas.com - Kompas.com",Positif
317,"Cara Blokir Kartu ATM BCA, BNI, BRI, dan Bank Mandiri Lewat HP - Kompas.com - Kompas.com",Netral
318,Mau Tukar Valas? Simak Kurs Rupiah Hari Ini di Bank Mandiri hingga BCA - Kompas.com - Kompas.com,Negatif
319,Cek Biaya dan Cara Ganti Kartu ATM Mandiri yang Hilang atau Rusak - Kompas.com - Kompas.com,Netral
320,Kode Bank BSI dan Seluruh Bank Syariah Lainnya di Indonesia - Kompas.com - Kompas.com,Negatif
321,"Simak Cara Transfer DANA ke Bank BRI, BNI, dan Mandiri dengan Mudah - Kompas.com - Kompas.com",Positif
322,"Pemerintah Mulai Tawarkan SBR011, Kupon 5,5 Persen - Kompas.com - Kompas.com",Netral
323,"Perluas Bisnis di Luar Negeri, BNI Gandeng KB Kookmin Bank - Kompas.com - Kompas.com",Netral
324,"Soal Biaya Administrasi ATM Jadi Rp 150.000, BRI: Hoaks! - Kompas.com - Kompas.com",Netral
325,"Cara Mengambil Uang di ATM BRI, BNI, BCA, BTN, dan Mandiri dengan Aman - Kompas.com - Kompas.com",Positif
326,Syarat dan Cara Buka Rekening Bank Syariah Indonesia secara Online - Kompas.com - Kompas.com,Netral
327,"Simak Cara Ganti PIN ATM BRI, BNI, BCA, dan Mandiri dengan Mudah - Kompas.com - Kompas.com",Positif
328,Mandiri Sekuritas Perkirakan IHSG Bisa Sentuh Level 7.800 di Akhir 2022 - Kompas.com - Kompas.com,Netral
329,"IHSG Sesi I Ditutup Menguat, Saham BMRI dan BBRI Laris Diborong Asing - Kompas.com - Kompas.com",Negatif
330,Bank Mandiri: Aplikasi Livin' by Mandiri Sudah Kembali Normal - Kompas.com - Kompas.com,Positif
331,"Biaya Admin dan Cara Top Up GoPay lewat ATM Mandiri, BRI, BNI, dan BCA - Kompas.com - Kompas.com",Positif
332,Simak Syarat dan Cara Pengajuan KPR BTN 2022 untuk Beli Rumah Subsidi - Kompas.com - Kompas.com,Netral
333,Cara Mengatur Keuangan untuk Biaya Ibadah Haji - Kompas.com - Kompas.com,Netral
334,Bank Mandiri Luncurkan Fitur Investasi di Aplikasi Livin' - Kompas.com - Kompas.com,Netral
335,Cara Daftar m-Banking Mandiri lewat HP dengan Mudah - Kompas.com - Kompas.com,Positif
336,"Penyaluran Kredit Perbankan Tumbuh Pesat, Likuiditas Tetap Terjaga - Kompas.com - Kompas.com",Netral
337,"Aplikasi Livin’ Error, Bank Mandiri: Kami Mohon Maaf... - Kompas.com - Kompas.com",Netral
338,"Anak Usaha PT KAI Buka Lowongan Kerja di Posisi Ini, Simak Persyaratannya - Kompas.com - Kompas.com",Netral
339,Bank Mandiri dan Pos Indonesia Resmikan Kerja Sama Lintas Keagenan - Kompas.com - Kompas.com,Netral
340,"IHSG Melemah di Sesi I, Saham ADMR dan BMRI Banyak Dilepas Asing - Kompas.com - Kompas.com",Positif
341,Kurs Rupiah terhadap Dollar AS Hari Ini di 5 Bank - Kompas.com - Kompas.com,Netral
342,"Bank Mandiri Masuk Ekosistem Metaverse, Kembangkan Bisnis Digital - Kompas.com - Kompas.com",Netral
343,"Masuk Daftar Bank Terbaik Versi Forbes, Ini Respons Bank Mandiri - Kompas.com - Kompas.com",Positif
344,Simak Jadwal Operasional Terbatas Bank Mandiri Selama Libur Lebaran - Kompas.com - Kompas.com,Negatif
345,"IHSG Ditutup Menguat Sore Ini, Saham BBCA dan UNVR Laris Diborong Asing - Kompas.com - Kompas.com",Negatif
346,"Tak Tertarik Masuk Bank Digital, Bank Mandiri Pilih Kembangkan Livin’ by Mandiri Menjadi Super App - Kompas.com - Kompas.com",Positif
347,"Gandeng Mandiri InHealth, InsurTech Payuung Luncurkan Asuransi Kesehatan untuk Pelaku UKM - Kompas.com - Kompas.com",Netral
348,Transaksi BI-Fast Bank Mandiri Sudah Tembus Rp 106 Triliun - Kompas.com - Kompas.com,Positif
349,"Setor Tunai BSI di ATM: Biaya, Limit, Ketentuan, dan Caranya - Kompas.com - Kompas.com",Netral
350,Cara Mengetahui Kantor Bank Mandiri Terdekat lewat Ponsel - Kompas.com - Kompas.com,Netral
351,"Kurangi Transaksi Tunai, Bank Mandiri Gandeng Bank Banten - Kompas.com - Kompas.com",Netral
352,"Lewati Harga IPO, Saham GOTO Jadi Penopang IHSG - Kompas.com - Kompas.com",Netral
353,Bank Mandiri Targetkan Jumlah Agen Laku Pandai Tumbuh 20 Persen Tahun Ini - Kompas.com - Kompas.com,Netral
354,Update Rincian Biaya Admin Bank Mandiri Per Bulan - Kompas.com - Kompas.com,Netral
355,"Bank Mandiri Dorong Penyaluran Kredit ke Segmen Infrastruktur, Ini Alasannya - Kompas.com - Kompas.com",Netral
356,Bank Mandiri Dongkrak Volume Transaksi Livin dengan BI Fast - Kompas.com - Kompas.com,Positif
357,"Saham Bank Mandiri Melonjak 8,8 Persen Usai Rilis Kinerja Keuangan Kuartal I-2022 - Kompas.com - Kompas.com",Positif
358,"Tumbuh 66,8 Persen, Laba Bersih Bank Mandiri Capai Rp 28 Triliun pada 2021 - Kompas.com - Kompas.com",Netral
359,Kode Bank Mandiri untuk Keperluan Transfer di ATM - Kompas.com - Kompas.com,Netral
360,Alasan Bank Mandiri Belum Kembangkan Bank Digital - Kompas.com - Kompas.com,Negatif
361,"Bank Mandiri Luncurkan Kopra, Apa Itu? - Kompas.com - Kompas.com",Netral
362,Cek Limit Transfer Mandiri ke Bank Lain dan Sesama Mandiri - Kompas.com - Kompas.com,Negatif
363,"Promo KPR Bank Mandiri, Ada Bunga 3,63 Persen Fixed 3 Tahun - Kompas.com - Kompas.com",Positif
364,"IHSG Kembali ke Posisi 7.026, Saham Perbankan Big Caps Laris Diborong Asing - Kompas.com - Kompas.com",Positif
365,Minat Jadi Agen Mandiri? Simak Persyaratan dan Cara Daftarnya - Kompas.com - Kompas.com,Netral
366,"Jelang Lebaran, Bank Mandiri Siapkan Uang Tunai Rp 6,6 Triliun di Jawa Barat - Kompas.com - Kompas.com",Netral
367,"Investasi BUMN ke Startup Dibatasi, Pengamat: Jangan Menyesal bila Industri Digital RI Dikuasai Asing... - Kompas.com - Kompas.com",Negatif
368,"Mudah, Begini Cara Buka Rekening Mandiri Online via LinkAja - Kompas.com - Kompas.com",Positif
369,Cara Buka Rekening Mandiri Online lewat Aplikasi Livin' by Mandiri - Kompas.com - Kompas.com,Netral
370,Cara Daftar SMS Banking Mandiri dan Format Transaksinya - Kompas.com - Kompas.com,Netral
371,Menaker Bujuk Austria Buka Program Magang untuk TKI - Kompas.com - Kompas.com,Netral
372,"Nestle Indonesia Buka Lowongan Management Trainee 2022 untuk Semua Jurusan, Cek Syaratnya - Kompas.com - Kompas.com",Netral
373,Daftar 20 Wanita Paling Berpengaruh di Indonesia Versi Fortune - Kompas.com - Kompas.com,Positif
374,Begini Cara Bayar Iuran BPJS Kesehatan Secara Online dan Offline - Kompas.com - Kompas.com,Netral
375,"Nasabah Bank Mandiri Bisa Transfer Dana Tanpa Menggunakan Nomor Rekening, Berikut Caranya - Kompas.com - Kompas.com",Netral
376,Bank Mandiri Gelontorkan 25 Persen Pembiayaan ke Sektor Hijau - Kompas.com - Kompas.com,Netral
377,Limit Transfer Bank Mandiri Berdasarkan Jenis Kartu: Silver GPN hingga Gold Bisnis Visa - Kompas.com - Kompas.com,Netral
378,"Dukung Pemberdayaan UMKM, Bank Mandiri Salurkan KUR Senilai Rp 14,41 Triliun hingga April 2022 - Kompas.com - Kompas.com",Positif
379,"Update Jam Operasional BCA, BRI, dan Bank Mandiri Selama Libur Lebaran 2022 - Kompas.com - Kompas.com",Netral
380,"Cara Buka Rekening Bank Mandiri Online, Tanpa Perlu ke Kantor Cabang - Kompas.com - Kompas.com",Netral
381,"Bank Mandiri Tebar Promo di Indomaret, Bayar Pakai QRIS Dapat Cashback 20 Persen - Kompas.com - Kompas.com",Netral
382,"Bisa Dihubungi 24 Jam, Berikut Layanan Call Center Bank Mandiri - Kompas.com - Kompas.com",Negatif
383,Bank Mandiri Belum Tertarik Akuisisi Bank Kecil untuk Bank Digital - Kompas.com - Kompas.com,Positif
384,"BI Bakal Naikkan GWM secara Bertahap, Bank Mandiri: Masih Sesuai dengan Rencana - Kompas.com - Kompas.com",Netral
385,"Mandiri Internet Bisnis: Syarat, Cara Daftar hingga Transfer - Kompas.com - Kompas.com",Netral
386,"Bank Mandiri Hadirkan Fasilitas SPKLU di Kantor Pusat, Beroperasi 24 Jam - Kompas.com - Kompas.com",Netral
387,"E-Toll Bakal Digantikan MLFF, Bank Mandiri Yakin Transaksi Uang Elektronik Tetap Tinggi - Kompas.com - Kompas.com",Positif
388,"Penarikan Uang Tunai Bank Mandiri Capai Rp 27,8 Triliun pada Ramadhan-Lebaran 2022 - Kompas.com - Kompas.com",Netral
389,Setoran Awal dan Cara Buka Rekening Mandiri Online di HP dengan Mudah - Kompas.com - Kompas.com,Positif
390,Simak Kurs Rupiah Hari Ini di Bank Mandiri hingga BNI - Kompas.com - Kompas.com,Netral
391,"Bank Mandiri Kucurkan Kredit Rp 2,45 Triliun ke Hutama Karya untuk Pembiayaan Proyek dan Mitra Kontraktor - Kompas.com - Kompas.com",Netral
392,"IHSG Berakhir di Zona Hijau, Asing Borong Saham Bank Mandiri hingga Rp 1,1 Triliun - Kompas.com - Kompas.com",Negatif
393,Cara Top Up DANA lewat m-Banking BCA dan ATM dengan Mudah - Kompas.com - Kompas.com,Positif
394,Rincian Biaya Admin Bank Mandiri Tabungan Rupiah hingga SimPel - Kompas.com - Kompas.com,Netral
395,"10 Saham Paling Cuan Sepekan, Ada Indosat hingga Bank Mandiri - Kompas.com - Kompas.com",Positif
396,Bank Mandiri Kini Miliki 865.000 Merchant QRIS dari Berbagai Sektor - Kompas.com - Kompas.com,Netral
397,"Mudik Gratis PBNU-Bank Mandiri Masih Dibuka, Cek Syarat Pendaftaran dan Rutenya - Kompas.com - Kompas.com",Positif
398,"Bank Mandiri Salurkan KUR Rp 6,7 Triliun Per Februari 2022 - Kompas.com - Kompas.com",Netral
399,"Optimalisasi Aset, Bank Mandiri Lelang 834 Agunan Kredit Macet - Kompas.com - Kompas.com",Netral
